submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
05/12/2021,New York,1136256,,,1143,0.0,19591,,,10,0.0,05/13/2021 02:28:07 PM,Not agree,Not agree
05/12/2021,Washington,416878,,,1413,428.0,5614,,,21,0.0,05/12/2021 12:00:00 AM,,
05/12/2021,Pennsylvania,1185379,995966.0,189413.0,2059,600.0,26659,,,52,-46.0,05/12/2021 12:00:00 AM,Agree,Not agree
05/12/2021,Utah,401251,401251.0,0.0,468,0.0,2249,2182.0,67.0,13,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,West Virginia,157215,123227.0,33988.0,340,122.0,2748,,,14,3.0,05/13/2021 02:28:07 PM,Agree,Not agree
05/12/2021,Alaska,66491,,,84,0.0,347,,,2,0.0,05/13/2021 02:28:07 PM,,
05/12/2021,South Dakota,123518,,,83,21.0,1988,1616.0,372.0,7,1.0,05/13/2021 02:28:07 PM,,Agree
05/12/2021,Rhode Island,142665,,,148,0.0,2695,,,2,0.0,05/12/2021 12:00:00 AM,Not agree,
05/12/2021,North Carolina,972863,839366.0,133497.0,1320,356.0,13266,11703.0,1563.0,11,2.0,05/12/2021 12:00:00 AM,Agree,Agree
05/12/2021,Montana,110317,100064.0,10253.0,210,21.0,1595,1595.0,0.0,2,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Nebraska,222326,,,157,0.0,2257,,,0,0.0,05/14/2021 12:00:00 AM,Not agree,Not agree
05/12/2021,Wisconsin,667637,604378.0,63259.0,663,105.0,7687,6935.0,752.0,21,3.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Connecticut,344141,315334.0,28807.0,187,22.0,8161,6720.0,1441.0,5,1.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Louisiana,463997,,,480,191.0,10463,9514.0,949.0,12,1.0,05/13/2021 02:28:07 PM,Not agree,Agree
05/12/2021,Michigan,981206,879145.0,102061.0,1650,262.0,19896,18709.0,1187.0,61,2.0,05/13/2021 12:00:00 AM,Agree,Agree
05/12/2021,Illinois,1359748,1359748.0,0.0,1795,0.0,24640,22285.0,2355.0,23,-1.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Minnesota,590436,,,909,213.0,7348,6856.0,492.0,15,1.0,05/13/2021 02:28:07 PM,,Agree
05/12/2021,Maryland,454271,,,471,0.0,9486,9272.0,214.0,10,0.0,05/14/2021 12:00:00 AM,,Agree
05/12/2021,New Hampshire,97093,,,160,77.0,1322,,,4,0.0,05/13/2021 02:28:07 PM,Not agree,Not agree
05/12/2021,Vermont,22132,,,27,3.0,246,,,0,0.0,05/14/2021 12:00:00 AM,Not agree,Not agree
05/12/2021,Maine,65110,48166.0,16944.0,282,101.0,798,772.0,26.0,0,0.0,05/14/2021 12:00:00 AM,Agree,Agree
05/12/2021,Missouri,592049,,,619,168.0,8991,,,3,0.0,05/14/2021 12:00:00 AM,Not agree,Not agree
05/12/2021,Nevada,319714,319714.0,0.0,464,0.0,5515,,,6,0.0,05/13/2021 02:28:07 PM,Agree,
05/12/2021,Oregon,193014,193014.0,0.0,598,0.0,2559,2559.0,0.0,10,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Idaho,189586,151802.0,37784.0,225,58.0,2064,1802.0,262.0,6,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,California,3658198,3658198.0,0.0,1231,0.0,61305,61305.0,0.0,59,0.0,05/14/2021 12:00:00 AM,Agree,Agree
05/12/2021,South Carolina,586249,487813.0,98436.0,363,162.0,9589,,,6,2.0,05/12/2021 12:00:00 AM,Agree,Not agree
05/12/2021,New Jersey,1009093,881635.0,127458.0,486,22.0,25882,23234.0,2648.0,41,8.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Wyoming,58893,49686.0,9207.0,58,14.0,712,712.0,0.0,0,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Kentucky,449908,338275.0,111633.0,556,185.0,7666,6800.0,866.0,8,0.0,05/12/2021 12:00:00 AM,Agree,Agree
05/12/2021,Virginia,668147,520333.0,147814.0,561,237.0,10934,9224.0,1710.0,15,0.0,05/12/2021 12:00:00 AM,Agree,Agree
05/12/2021,Arizona,870624,806400.0,64224.0,469,60.0,17430,15488.0,1942.0,2,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Delaware,105495,98847.0,6648.0,106,13.0,1803,1646.0,157.0,1,0.0,05/14/2021 12:00:00 AM,Agree,Agree
05/12/2021,Ohio,1087182,911944.0,175238.0,1449,405.0,19441,19441.0,0.0,0,0.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Texas,2912195,,,2366,482.0,50354,,,26,0.0,05/14/2021 12:00:00 AM,Not agree,Not agree
05/12/2021,Georgia,1112297,887979.0,224318.0,921,385.0,20432,17750.0,2682.0,41,13.0,05/13/2021 02:28:07 PM,Agree,Agree
05/12/2021,Tennessee,849420,702014.0,147406.0,844,230.0,12296,9882.0,2414.0,4,-1.0,05/11/2021 12:00:00 AM,Agree,Agree
05/12/2021,Hawaii,33762,,,39,0.0,486,,,1,0.0,05/13/2021 02:28:07 PM,Not agree,Not agree
05/12/2021,Kansas,311338,251399.0,59939.0,206,61.0,5029,,,13,3.0,05/13/2021 02:28:07 PM,Agree,
05/12/2021,New Mexico,200232,,,195,0.0,4000,,,3,1.0,05/14/2021 12:00:00 AM,,Not agree
05/12/2021,Iowa,368566,,,376,106.0,5994,,,5,5.0,05/13/2021 02:28:07 PM,Not agree,Not agree
05/12/2021,Alabama,532178,413698.0,118480.0,1139,136.0,11298,9018.0,2280.0,5,1.0,05/12/2021 12:00:00 AM,Agree,Agree
05/12/2021,North Dakota,108877,100245.0,8632.0,114,22.0,1503,,,1,0.0,05/13/2021 02:28:07 PM,Agree,Not agree
05/12/2021,Florida,2242905,,,4051,1151.0,36333,,,38,2.0,05/12/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Kansas,311521,251551.0,59970.0,183,31.0,5029,,,0,0.0,05/14/2021 02:07:22 PM,Agree,
05/13/2021,New York,1137617,,,1361,0.0,19600,,,9,0.0,05/14/2021 02:07:22 PM,Not agree,Not agree
05/13/2021,Indiana,732692,,,882,0.0,13424,13008.0,416.0,5,0.0,05/13/2021 12:00:00 AM,Not agree,Agree
05/13/2021,Tennessee,850316,702667.0,147649.0,896,243.0,12305,9893.0,2412.0,9,-2.0,05/12/2021 12:00:00 AM,Agree,Agree
05/13/2021,South Dakota,123599,,,81,23.0,1989,1617.0,372.0,1,0.0,05/14/2021 02:07:22 PM,,Agree
05/13/2021,Arkansas,338235,,,192,72.0,5783,,,6,4.0,05/14/2021 02:07:22 PM,Not agree,Not agree
05/13/2021,Oklahoma,451331,356090.0,95241.0,140,25.0,7284,6203.0,1081.0,1,0.0,05/14/2021 12:00:00 AM,Agree,Agree
05/13/2021,North Dakota,108973,100315.0,8658.0,96,26.0,1504,,,1,0.0,05/14/2021 02:07:22 PM,Agree,Not agree
05/13/2021,Colorado,536287,499081.0,37206.0,1991,107.0,6423,5655.0,768.0,21,2.0,05/13/2021 12:00:00 AM,Agree,Agree
05/13/2021,Alaska,66574,,,83,0.0,347,,,0,0.0,05/14/2021 02:07:22 PM,,
05/13/2021,New Hampshire,97304,,,211,56.0,1326,,,4,1.0,05/14/2021 02:07:22 PM,Not agree,Not agree
05/13/2021,Nebraska,222426,,,100,0.0,2257,,,0,0.0,05/15/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Maryland,454745,,,474,0.0,9505,9291.0,214.0,19,0.0,05/15/2021 12:00:00 AM,,Agree
05/13/2021,Maine,65387,48307.0,17080.0,277,136.0,799,773.0,26.0,1,0.0,05/15/2021 12:00:00 AM,Agree,Agree
05/13/2021,Missouri,592512,,,463,113.0,8993,,,2,0.0,05/15/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Connecticut,344612,315770.0,28842.0,471,35.0,8168,6728.0,1440.0,7,-1.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Vermont,22210,,,78,2.0,246,,,0,0.0,05/15/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Idaho,189735,151924.0,37811.0,149,27.0,2064,1802.0,262.0,0,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Oregon,193732,193732.0,0.0,718,0.0,2572,2572.0,0.0,13,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Arizona,871168,806807.0,64361.0,544,137.0,17438,15496.0,1942.0,8,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,North Carolina,974158,840371.0,133787.0,1295,290.0,13274,11711.0,1563.0,8,0.0,05/13/2021 12:00:00 AM,Agree,Agree
05/13/2021,Michigan,982675,880376.0,102299.0,1469,238.0,19953,18763.0,1190.0,57,3.0,05/14/2021 12:00:00 AM,Agree,Agree
05/13/2021,Louisiana,464412,,,415,92.0,10469,9516.0,953.0,6,4.0,05/14/2021 02:07:22 PM,Not agree,Agree
05/13/2021,Nevada,320150,320150.0,0.0,436,0.0,5523,,,8,0.0,05/14/2021 02:07:22 PM,Agree,
05/13/2021,Illinois,1361666,1361666.0,0.0,1918,0.0,24671,22320.0,2351.0,31,-4.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Montana,110429,100161.0,10268.0,112,15.0,1597,1597.0,0.0,2,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Virginia,668726,520759.0,147967.0,579,153.0,10961,9249.0,1712.0,27,2.0,05/13/2021 12:00:00 AM,Agree,Agree
05/13/2021,Kentucky,450465,338657.0,111808.0,557,175.0,7672,6805.0,867.0,6,1.0,05/13/2021 12:00:00 AM,Agree,Agree
05/13/2021,Delaware,105624,98950.0,6674.0,129,26.0,1807,1650.0,157.0,4,0.0,05/15/2021 12:00:00 AM,Agree,Agree
05/13/2021,Wyoming,58996,49773.0,9223.0,103,16.0,712,712.0,0.0,0,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,South Carolina,586837,488148.0,98689.0,588,253.0,9605,,,16,1.0,05/13/2021 12:00:00 AM,Agree,Not agree
05/13/2021,California,3659641,3659641.0,0.0,1443,0.0,61351,61351.0,0.0,46,0.0,05/15/2021 12:00:00 AM,Agree,Agree
05/13/2021,Rhode Island,142810,,,145,0.0,2697,,,2,0.0,05/13/2021 12:00:00 AM,Not agree,
05/13/2021,New Jersey,1009521,881991.0,127530.0,428,72.0,25906,23258.0,2648.0,24,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Minnesota,591445,,,1009,129.0,7367,6872.0,495.0,19,3.0,05/14/2021 02:07:22 PM,,Agree
05/13/2021,Wisconsin,668208,604863.0,63345.0,571,86.0,7706,6953.0,753.0,19,1.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Pennsylvania,1187437,997648.0,189789.0,2058,376.0,26697,,,38,26.0,05/13/2021 12:00:00 AM,Agree,Not agree
05/13/2021,Ohio,1088343,912682.0,175661.0,1161,423.0,19441,19441.0,0.0,0,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Alabama,537507,415885.0,121622.0,5329,3142.0,11302,9022.0,2280.0,4,0.0,05/13/2021 12:00:00 AM,Agree,Agree
05/13/2021,Massachusetts,699908,655350.0,44558.0,721,105.0,17722,17366.0,356.0,10,1.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,New Mexico,200432,,,200,0.0,4002,,,2,0.0,05/15/2021 12:00:00 AM,,Not agree
05/13/2021,Georgia,1113411,888784.0,224627.0,1114,309.0,20450,17765.0,2685.0,18,3.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,West Virginia,157626,123558.0,34068.0,411,80.0,2751,,,3,-1.0,05/14/2021 02:07:22 PM,Agree,Not agree
05/13/2021,Texas,2914643,,,2448,748.0,50385,,,31,0.0,05/15/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Florida,2246439,,,3534,957.0,36383,,,50,1.0,05/13/2021 12:00:00 AM,Not agree,Not agree
05/13/2021,Iowa,368823,,,257,56.0,5997,,,3,3.0,05/14/2021 02:07:22 PM,Not agree,Not agree
05/13/2021,Washington,417979,,,1101,170.0,5626,,,12,0.0,05/13/2021 12:00:00 AM,,
05/13/2021,Hawaii,33835,,,73,0.0,486,,,0,0.0,05/14/2021 02:07:22 PM,Not agree,Not agree
05/13/2021,Utah,401669,401669.0,0.0,418,0.0,2255,2188.0,67.0,6,0.0,05/14/2021 02:07:22 PM,Agree,Agree
05/13/2021,Mississippi,315487,193252.0,122235.0,157,71.0,7373,5087.0,2286.0,2,1.0,05/15/2021 12:00:00 AM,Agree,Agree
05/14/2021,Utah,402005,402005.0,0.0,336,0.0,2256,2189.0,67.0,1,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Massachusetts,700337,655687.0,44650.0,429,92.0,17742,17384.0,358.0,20,2.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Florida,2249772,,,3333,889.0,36437,,,54,5.0,05/14/2021 12:00:00 AM,Not agree,Not agree
05/14/2021,Hawaii,33915,,,80,0.0,487,,,1,0.0,05/15/2021 01:54:58 PM,Not agree,Not agree
05/14/2021,New York,1138883,,,1266,0.0,19612,,,12,0.0,05/15/2021 01:54:58 PM,Not agree,Not agree
05/14/2021,Colorado,537457,500163.0,37294.0,1170,88.0,6432,5665.0,767.0,9,-1.0,05/14/2021 12:00:00 AM,Agree,Agree
05/14/2021,North Dakota,109057,100358.0,8699.0,84,41.0,1504,,,0,0.0,05/15/2021 01:54:58 PM,Agree,Not agree
05/14/2021,Ohio,1089357,913431.0,175926.0,1014,265.0,19528,19528.0,0.0,87,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Pennsylvania,1189229,999102.0,190127.0,1792,338.0,26724,,,27,-37.0,05/14/2021 12:00:00 AM,Agree,Not agree
05/14/2021,Arkansas,338485,,,250,75.0,5790,,,7,1.0,05/15/2021 01:54:58 PM,Not agree,Not agree
05/14/2021,Iowa,369060,,,237,38.0,5998,,,1,1.0,05/15/2021 01:54:58 PM,Not agree,Not agree
05/14/2021,Texas,2917256,,,2613,676.0,50422,,,37,0.0,05/16/2021 12:00:00 AM,Not agree,Not agree
05/14/2021,Alabama,538959,416849.0,122110.0,1452,488.0,11309,9028.0,2281.0,7,1.0,05/14/2021 12:00:00 AM,Agree,Agree
05/14/2021,South Dakota,123644,,,45,9.0,1991,1619.0,372.0,2,0.0,05/15/2021 01:54:58 PM,,Agree
05/14/2021,Tennessee,851024,703148.0,147876.0,708,227.0,12312,9900.0,2412.0,7,0.0,05/13/2021 12:00:00 AM,Agree,Agree
05/14/2021,New Mexico,200650,,,218,0.0,4003,,,1,0.0,05/16/2021 12:00:00 AM,,Not agree
05/14/2021,Alaska,66683,,,109,0.0,347,,,0,0.0,05/15/2021 01:54:58 PM,,
05/14/2021,West Virginia,157923,123787.0,34136.0,297,68.0,2756,,,5,0.0,05/15/2021 01:54:58 PM,Agree,Not agree
05/14/2021,Virginia,669219,521007.0,148212.0,493,245.0,10991,9278.0,1713.0,30,1.0,05/14/2021 12:00:00 AM,Agree,Agree
05/14/2021,Minnesota,592750,,,1305,275.0,7376,6881.0,495.0,9,0.0,05/15/2021 01:54:58 PM,,Agree
05/14/2021,Kentucky,450915,338959.0,111956.0,450,148.0,7677,6810.0,867.0,5,0.0,05/14/2021 12:00:00 AM,Agree,Agree
05/14/2021,South Carolina,587376,488499.0,98877.0,539,188.0,9612,,,7,3.0,05/14/2021 12:00:00 AM,Agree,Not agree
05/14/2021,Arizona,872022,807547.0,64475.0,854,114.0,17447,15504.0,1943.0,9,1.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,New Jersey,1009844,882199.0,127645.0,323,115.0,25932,23284.0,2648.0,26,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Maine,65584,48423.0,17161.0,197,81.0,802,775.0,27.0,3,1.0,05/16/2021 12:00:00 AM,Agree,Agree
05/14/2021,Wisconsin,668805,605376.0,63429.0,597,84.0,7707,6954.0,753.0,1,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Idaho,189908,152056.0,37852.0,173,41.0,2069,1807.0,262.0,5,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,California,3661675,3661675.0,0.0,2034,0.0,61417,61417.0,0.0,66,0.0,05/16/2021 12:00:00 AM,Agree,Agree
05/14/2021,Wyoming,59079,49832.0,9247.0,83,24.0,712,712.0,0.0,0,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Maryland,455257,,,512,0.0,9520,9306.0,214.0,15,0.0,05/16/2021 12:00:00 AM,,Agree
05/14/2021,Rhode Island,142983,,,173,0.0,2699,,,2,0.0,05/14/2021 12:00:00 AM,Not agree,
05/14/2021,North Carolina,975301,841270.0,134031.0,1143,244.0,13290,11723.0,1567.0,16,4.0,05/14/2021 12:00:00 AM,Agree,Agree
05/14/2021,Vermont,22264,,,54,1.0,246,,,0,0.0,05/16/2021 12:00:00 AM,Not agree,Not agree
05/14/2021,Nevada,320539,320539.0,0.0,389,0.0,5530,,,7,0.0,05/15/2021 01:54:58 PM,Agree,
05/14/2021,Illinois,1363507,1363507.0,0.0,1841,0.0,24725,22369.0,2356.0,54,5.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Montana,110560,100280.0,10280.0,131,12.0,1598,1598.0,0.0,1,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,New Hampshire,97430,,,126,38.0,1329,,,3,0.0,05/15/2021 01:54:58 PM,Not agree,Not agree
05/14/2021,Missouri,592944,,,432,183.0,8993,,,0,0.0,05/16/2021 12:00:00 AM,Not agree,Not agree
05/14/2021,Nebraska,222524,,,98,0.0,2271,,,14,0.0,05/16/2021 12:00:00 AM,Not agree,Not agree
05/14/2021,Connecticut,344977,316054.0,28923.0,365,81.0,8173,6733.0,1440.0,5,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Michigan,984067,881546.0,102521.0,1392,222.0,20001,18807.0,1194.0,48,4.0,05/15/2021 12:00:00 AM,Agree,Agree
05/14/2021,Delaware,105752,99072.0,6680.0,128,6.0,1812,1654.0,158.0,5,1.0,05/16/2021 12:00:00 AM,Agree,Agree
05/14/2021,Louisiana,464833,,,421,116.0,10478,9521.0,957.0,9,4.0,05/15/2021 01:54:58 PM,Not agree,Agree
05/14/2021,Oregon,194542,194542.0,0.0,810,0.0,2582,2582.0,0.0,10,0.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Oklahoma,451448,356180.0,95268.0,117,27.0,7285,6204.0,1081.0,1,0.0,05/15/2021 12:00:00 AM,Agree,Agree
05/14/2021,Mississippi,315681,193375.0,122306.0,194,71.0,7374,5088.0,2286.0,1,0.0,05/16/2021 12:00:00 AM,Agree,Agree
05/14/2021,Indiana,733591,,,899,0.0,13440,13024.0,416.0,16,0.0,05/14/2021 12:00:00 AM,Not agree,Agree
05/14/2021,Washington,419519,,,1540,118.0,5622,,,-4,0.0,05/14/2021 12:00:00 AM,,
05/14/2021,Georgia,1114329,889417.0,224912.0,918,285.0,20482,17785.0,2697.0,32,12.0,05/15/2021 01:54:58 PM,Agree,Agree
05/14/2021,Kansas,311705,251703.0,60002.0,184,32.0,5038,,,9,0.0,05/15/2021 01:54:58 PM,Agree,
05/15/2021,Florida,2252177,,,2405,567.0,36487,,,50,4.0,05/15/2021 12:00:00 AM,Not agree,Not agree
05/15/2021,South Dakota,123657,,,13,3.0,1991,1619.0,372.0,0,0.0,05/16/2021 01:46:12 PM,,Agree
05/15/2021,Oklahoma,451560,356271.0,95289.0,112,21.0,7286,6205.0,1081.0,1,0.0,05/16/2021 12:00:00 AM,Agree,Agree
05/15/2021,Ohio,1090276,914068.0,176208.0,919,282.0,19528,19528.0,0.0,0,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Mississippi,315796,193449.0,122347.0,115,41.0,7374,5088.0,2286.0,0,0.0,05/17/2021 12:00:00 AM,Agree,Agree
05/15/2021,New York,1140253,,,1370,0.0,19623,,,11,0.0,05/16/2021 01:46:12 PM,Not agree,Not agree
05/15/2021,Georgia,1115072,889893.0,225179.0,743,267.0,20505,17803.0,2702.0,23,5.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Hawaii,34064,,,149,51.0,488,,,1,0.0,05/16/2021 01:46:12 PM,Not agree,Not agree
05/15/2021,Kansas,311827,251806.0,60021.0,122,19.0,5038,,,0,0.0,05/16/2021 01:46:12 PM,Agree,
05/15/2021,Arkansas,338687,,,202,75.0,5793,,,3,0.0,05/16/2021 01:46:12 PM,Not agree,Not agree
05/15/2021,Texas,2919239,,,1983,517.0,50461,,,39,0.0,05/17/2021 12:00:00 AM,Not agree,Not agree
05/15/2021,Alabama,539211,417050.0,122161.0,252,51.0,11315,9033.0,2282.0,6,1.0,05/15/2021 12:00:00 AM,Agree,Agree
05/15/2021,Washington,420511,,,992,166.0,5619,,,-3,0.0,05/15/2021 12:00:00 AM,,
05/15/2021,New Mexico,200828,,,178,0.0,4003,,,0,0.0,05/17/2021 12:00:00 AM,,Not agree
05/15/2021,Nevada,320719,320719.0,0.0,180,0.0,5530,,,0,0.0,05/16/2021 01:46:12 PM,Agree,
05/15/2021,Delaware,105909,99223.0,6686.0,157,6.0,1813,1655.0,158.0,1,0.0,05/17/2021 12:00:00 AM,Agree,Agree
05/15/2021,Maine,65779,48537.0,17242.0,195,81.0,802,775.0,27.0,0,0.0,05/17/2021 12:00:00 AM,Agree,Agree
05/15/2021,South Carolina,587892,488826.0,99066.0,516,189.0,9621,,,9,0.0,05/15/2021 12:00:00 AM,Agree,Not agree
05/15/2021,California,3663539,3663539.0,0.0,1864,0.0,61444,61444.0,0.0,27,0.0,05/17/2021 12:00:00 AM,Agree,Agree
05/15/2021,Virginia,669904,521485.0,148419.0,685,207.0,11008,9288.0,1720.0,17,7.0,05/15/2021 12:00:00 AM,Agree,Agree
05/15/2021,North Carolina,976378,842119.0,134259.0,1077,228.0,13301,11733.0,1568.0,11,1.0,05/15/2021 12:00:00 AM,Agree,Agree
05/15/2021,Kentucky,451297,339203.0,112094.0,382,138.0,7685,6817.0,868.0,8,1.0,05/15/2021 12:00:00 AM,Agree,Agree
05/15/2021,New Jersey,1010490,882750.0,127740.0,646,95.0,25952,23304.0,2648.0,20,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Missouri,593251,,,307,79.0,8994,,,1,0.0,05/17/2021 12:00:00 AM,Not agree,Not agree
05/15/2021,Montana,110644,100361.0,10283.0,84,3.0,1598,1598.0,0.0,0,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Minnesota,593622,,,872,151.0,7379,6884.0,495.0,3,0.0,05/16/2021 01:46:12 PM,,Agree
05/15/2021,Maryland,455635,,,378,0.0,9531,9317.0,214.0,11,0.0,05/17/2021 12:00:00 AM,,Agree
05/15/2021,Rhode Island,143070,,,87,0.0,2699,,,0,0.0,05/15/2021 12:00:00 AM,Not agree,
05/15/2021,Connecticut,345197,316249.0,28948.0,220,25.0,8173,6733.0,1440.0,0,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Wisconsin,669427,605926.0,63501.0,622,72.0,7712,6958.0,754.0,5,1.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Nebraska,222572,,,48,0.0,2270,,,-1,0.0,05/17/2021 12:00:00 AM,Not agree,Not agree
05/15/2021,Vermont,22322,,,58,0.0,246,,,0,0.0,05/17/2021 12:00:00 AM,Not agree,Not agree
05/15/2021,Michigan,985129,882475.0,102654.0,1062,133.0,20050,18851.0,1199.0,49,5.0,05/16/2021 12:00:00 AM,Agree,Agree
05/15/2021,Idaho,190004,152122.0,37882.0,96,30.0,2069,1806.0,263.0,0,1.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Arizona,872496,807933.0,64563.0,474,88.0,17459,15518.0,1941.0,12,-2.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Oregon,195179,195179.0,0.0,637,0.0,2585,2585.0,0.0,3,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Louisiana,465203,,,370,80.0,10478,9521.0,957.0,0,0.0,05/16/2021 01:46:12 PM,Not agree,Agree
05/15/2021,Illinois,1365020,1365020.0,0.0,1513,0.0,24770,22415.0,2355.0,45,-1.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,New Hampshire,97563,,,133,47.0,1331,,,2,0.0,05/16/2021 01:46:12 PM,Not agree,Not agree
05/15/2021,Wyoming,59126,49871.0,9255.0,47,8.0,712,712.0,0.0,0,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Utah,402325,402325.0,0.0,320,0.0,2258,2191.0,67.0,2,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/15/2021,Iowa,369230,,,170,32.0,6000,,,2,2.0,05/16/2021 01:46:12 PM,Not agree,Not agree
05/15/2021,North Dakota,109104,100408.0,8696.0,47,-3.0,1504,,,0,0.0,05/16/2021 01:46:12 PM,Agree,Not agree
05/15/2021,Pennsylvania,1191152,1000449.0,190703.0,1923,576.0,26749,,,25,2.0,05/15/2021 12:00:00 AM,Agree,Not agree
05/15/2021,Tennessee,851827,703740.0,148087.0,803,211.0,12322,9908.0,2414.0,10,2.0,05/14/2021 12:00:00 AM,Agree,Agree
05/15/2021,Colorado,538378,500993.0,37385.0,921,91.0,6442,5675.0,767.0,10,0.0,05/15/2021 12:00:00 AM,Agree,Agree
05/15/2021,Indiana,734736,,,1145,0.0,13445,13029.0,416.0,5,0.0,05/15/2021 12:00:00 AM,Not agree,Agree
05/15/2021,West Virginia,158230,123975.0,34255.0,307,119.0,2757,,,1,0.0,05/16/2021 01:46:12 PM,Agree,Not agree
05/15/2021,Alaska,66726,,,43,0.0,347,,,0,0.0,05/16/2021 01:46:12 PM,,
05/15/2021,Massachusetts,701490,656344.0,45146.0,1153,496.0,17747,17389.0,358.0,5,0.0,05/16/2021 01:46:12 PM,Agree,Agree
05/16/2021,Florida,2254176,,,1999,395.0,36528,,,41,6.0,05/16/2021 12:00:00 AM,Not agree,Not agree
05/16/2021,Mississippi,315896,193512.0,122384.0,100,37.0,7375,5089.0,2286.0,1,0.0,05/18/2021 12:00:00 AM,Agree,Agree
05/16/2021,Hawaii,34180,,,116,0.0,489,,,1,0.0,05/17/2021 02:13:39 PM,Not agree,Not agree
05/16/2021,West Virginia,158468,124136.0,34332.0,238,77.0,2761,,,4,2.0,05/17/2021 02:13:39 PM,Agree,Not agree
05/16/2021,New Mexico,201006,,,178,0.0,4003,,,0,0.0,05/18/2021 12:00:00 AM,,Not agree
05/16/2021,New York,1141186,,,933,0.0,19638,,,15,0.0,05/17/2021 02:13:39 PM,Not agree,Not agree
05/16/2021,Massachusetts,702039,656838.0,45201.0,549,55.0,17753,17394.0,359.0,6,1.0,05/17/2021 02:13:39 PM,Agree,Agree
05/16/2021,Colorado,538977,501552.0,37425.0,599,40.0,6450,5683.0,767.0,8,0.0,05/16/2021 12:00:00 AM,Agree,Agree
05/16/2021,Washington,421900,,,1389,205.0,5622,,,3,0.0,05/16/2021 12:00:00 AM,,
05/16/2021,Alabama,539389,417192.0,122197.0,178,36.0,11326,9043.0,2283.0,11,1.0,05/16/2021 12:00:00 AM,Agree,Agree
05/16/2021,Utah,402567,402567.0,0.0,242,0.0,2258,2191.0,67.0,0,0.0,05/17/2021 02:13:39 PM,Agree,Agree
